0.5, 0, True, -29.025584581757766
0.5, 0, False, -2712.270642743424
0.5, 1, True, -28.626264341967595
0.5, 1, False, -2848.6523265197766
0.5, 2, True, -29.158854977703715
0.5, 2, False, -2829.2440257392445
0.5, 3, True, -30.400621587520554
0.5, 3, False, -2909.7230917959832
0.5, 4, True, -30.191435517174774
0.5, 4, False, -2836.324255015281
0.5, 5, True, -29.959044404516344
0.5, 5, False, -2886.187754806624
0.5, 6, True, -30.674677368248116
0.5, 6, False, -2885.8797061174637
0.5, 7, True, -29.44830170225152
0.5, 7, False, -2763.546847172932
0.5, 8, True, -29.669056006039778
0.5, 8, False, -2782.0686169865485
0.5, 9, True, -29.159780312550915
0.5, 9, False, -2768.4422107504315
1.5, 0, True, -31.845901596998566
1.5, 0, False, -2939.488952613382
1.5, 1, True, -30.855097030528544
1.5, 1, False, -3024.784818037818
1.5, 2, True, -31.817952318062318
1.5, 2, False, -2959.0999736662316
1.5, 3, True, -32.28855821877355
1.5, 3, False, -3053.4550642295626
1.5, 4, True, -32.90106415356487
1.5, 4, False, -3043.401916517199
1.5, 5, True, -33.24973979918538
1.5, 5, False, -3055.124843537832
1.5, 6, True, -32.45652654260691
1.5, 6, False, -3045.1380040283752
1.5, 7, True, -32.44957203174185
1.5, 7, False, -2982.281804389817
1.5, 8, True, -30.254930754946123
1.5, 8, False, -2941.534355831642
1.5, 9, True, -31.995618210549203
1.5, 9, False, -2959.2091416373946
2.5, 0, True, -38.702461463316446
2.5, 0, False, -3319.4605453506947
2.5, 1, True, -37.57419084768862
2.5, 1, False, -3358.717262941008
2.5, 2, True, -37.56312794728892
2.5, 2, False, -3346.7637838042624
2.5, 3, True, -37.298136572770865
2.5, 3, False, -3349.432202062982
2.5, 4, True, -39.30565498822652
2.5, 4, False, -3412.88970757289
2.5, 5, True, -39.33924576658575
2.5, 5, False, -3407.818153877033
2.5, 6, True, -38.966503158158645
2.5, 6, False, -3423.1600211142163
2.5, 7, True, -38.83645098706802
2.5, 7, False, -3443.3894250917574
2.5, 8, True, -35.072038568371184
2.5, 8, False, -3292.480957019937
2.5, 9, True, -37.552507851269944
2.5, 9, False, -3270.56215738966
3.5, 0, True, -50.964605169104075
3.5, 0, False, -3910.5236665605926
3.5, 1, True, -49.68562474225725
3.5, 1, False, -3874.61851336474
3.5, 2, True, -49.838420304205286
3.5, 2, False, -3855.2215373651366
3.5, 3, True, -47.89411596539312
3.5, 3, False, -3888.027598991305
3.5, 4, True, -50.948839838139946
3.5, 4, False, -3926.5391498589133
3.5, 5, True, -51.26282031181544
3.5, 5, False, -3954.3298815503913
3.5, 6, True, -52.049448111866994
3.5, 6, False, -3985.6379555046237
3.5, 7, True, -52.30341438534428
3.5, 7, False, -3986.4916583481436
3.5, 8, True, -46.203268521725825
3.5, 8, False, -3814.4393211919405
3.5, 9, True, -49.518465635656526
3.5, 9, False, -3805.135241962176
