1, 0, 3.0, -39.42192157627756
1, 0, 2.0, -44.60039974810295
1, 0, 1.5, -64.41286770673258
1, 0, 1.0, -109.4878938720897
1, 1, 3.0, -38.194659380502856
1, 1, 2.0, -43.08999690298034
1, 1, 1.5, -60.046980057190446
1, 1, 1.0, -111.43074906242308
1, 2, 3.0, -36.091096429979714
1, 2, 2.0, -41.22583217762869
1, 2, 1.5, -55.63933306554545
1, 2, 1.0, -120.10178556450725
1, 3, 3.0, -39.06325416705385
1, 3, 2.0, -45.181720791085176
1, 3, 1.5, -59.80218915037614
1, 3, 1.0, -111.2680084637644
1, 4, 3.0, -40.08361716912997
1, 4, 2.0, -48.96310097208815
1, 4, 1.5, -67.37786639506639
1, 4, 1.0, -130.10677024824176
1, 5, 3.0, -37.44254845145325
1, 5, 2.0, -42.335113331383845
1, 5, 1.5, -57.813961940443185
1, 5, 1.0, -121.14747814342033
1, 6, 3.0, -38.57179436285886
1, 6, 2.0, -44.38019548621516
1, 6, 1.5, -65.88806234423127
1, 6, 1.0, -133.43607058701144
1, 7, 3.0, -41.740099610843664
1, 7, 2.0, -47.801768426682955
1, 7, 1.5, -67.99931574038274
1, 7, 1.0, -123.79238820950404
1, 8, 3.0, -37.63359385888161
1, 8, 2.0, -42.6001547687272
1, 8, 1.5, -56.087140720453114
1, 8, 1.0, -130.11099981900327
1, 9, 3.0, -36.92166240227585
1, 9, 2.0, -42.0184308060695
1, 9, 1.5, -59.31411382988249
1, 9, 1.0, -130.06149462894558
2, 0, 3.0, -40.49683414112159
2, 0, 2.0, -41.978656917486695
2, 0, 1.5, -45.34965030114958
2, 0, 1.0, -57.758516021453104
2, 1, 3.0, -38.644345561153266
2, 1, 2.0, -40.85642811915737
2, 1, 1.5, -43.66469117410644
2, 1, 1.0, -61.91787179245059
2, 2, 3.0, -36.25253483782206
2, 2, 2.0, -39.536685306752446
2, 2, 1.5, -44.42883194936981
2, 2, 1.0, -61.82159278590088
2, 2, 3.0, -36.25253483782206
2, 2, 2.0, -39.536685306752446
2, 2, 1.5, -44.42883194936981
2, 2, 1.0, -61.82159278590088
2, 3, 3.0, -40.32349496624725
2, 3, 2.0, -42.0323935755116
2, 3, 1.5, -46.45446283630619
2, 3, 1.0, -62.88191767136597
2, 4, 3.0, -40.7679188991099
2, 4, 2.0, -42.90799357566457
2, 4, 1.5, -47.700370016215864
2, 4, 1.0, -66.32504928830025
2, 5, 3.0, -38.313067185312335
2, 5, 2.0, -40.31861036376305
2, 5, 1.5, -44.064442712509305
2, 5, 1.0, -69.45765407434388
2, 6, 3.0, -38.64529666630823
2, 6, 2.0, -40.261402672954674
2, 6, 1.5, -44.7966922494554
2, 6, 1.0, -71.28889979744852
2, 7, 3.0, -43.458025540853974
2, 7, 2.0, -44.30720056838664
2, 7, 1.5, -48.835284806220145
2, 7, 1.0, -67.92356166888678
2, 8, 3.0, -38.47587757440036
2, 8, 2.0, -40.55043497689328
2, 8, 1.5, -44.595790529226846
2, 8, 1.0, -70.01132747974694
2, 9, 3.0, -37.46389820455844
2, 9, 2.0, -38.84190003828906
2, 9, 1.5, -43.29818710074558
2, 9, 1.0, -71.68429719176206
3, 0, 3.0, -40.13141382840144
3, 0, 2.0, -40.998025013521314
3, 0, 1.5, -44.004196288827565
3, 0, 1.0, -52.383958025711266
3, 1, 3.0, -38.390633266886304
3, 1, 2.0, -39.780910746339686
3, 1, 1.5, -42.83948592477318
3, 1, 1.0, -49.95454129758206
3, 2, 3.0, -36.1410397370208
3, 2, 2.0, -37.66321896503462
